[2024-10-20 09:44:48] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-20 09:44:48] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-20 09:44:48] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-20 09:44:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-20 09:44:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-20 09:44:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-20 09:44:50] [class-ss-setup-task.php:33] Creating archive directory: D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488\
[2024-10-20 09:44:50] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d184eee41-4ibf3N.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/ultimate-member/assets/libs/fontawesome/webfonts/fa-solid-900.woff2
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:45] [class-ss-page.php:119] Checking Content Identical:44c820d48d46be4bfa7961862e20f541419c5329===. Value: FALSE
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/ultimate-member/assets/libs/fontawesome/webfonts/fa-solid-900.ttf
[2024-10-20 09:46:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 915
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d18503961-m1I1j4.tmp
[2024-10-20 09:46:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/ultimate-member/assets/libs/fontawesome/webfonts/fa-solid-900.ttf?simply_static_page=887
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/ultimate-member/assets/libs/fontawesome/webfonts/fa-solid-900.ttf?simply_static_page=887
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:103] Filesize: 420332 bytes
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/ultimate-member/assets/libs/fontawesome/webfonts/fa-solid-900.ttf
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d18503961-m1I1j4.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/ultimate-member/assets/libs/fontawesome/webfonts/fa-solid-900.ttf
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:45] [class-ss-page.php:119] Checking Content Identical:4f8b7c61aeb77038546172e617cfe0683c88c5f7===. Value: FALSE
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/ultimate-member/assets/img/loading-dots.gif
[2024-10-20 09:46:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 915
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1850fb59-uU2SYd.tmp
[2024-10-20 09:46:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/ultimate-member/assets/img/loading-dots.gif?simply_static_page=888
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/ultimate-member/assets/img/loading-dots.gif?simply_static_page=888
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:103] Filesize: 1453 bytes
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/gif
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/ultimate-member/assets/img/loading-dots.gif
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1850fb59-uU2SYd.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/ultimate-member/assets/img/loading-dots.gif
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:45] [class-ss-page.php:119] Checking Content Identical:24711d1c0a7dd780330d459239f376c5cb45893c===. Value: FALSE
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/product/cashew-butter/feed/
[2024-10-20 09:46:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 915
[2024-10-20 09:46:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1851919d-1Itud1.tmp
[2024-10-20 09:46:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/product/cashew-butter/feed/?simply_static_page=889
[2024-10-20 09:46:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/product/cashew-butter/feed/?simply_static_page=889
[2024-10-20 09:46:46] [class-ss-url-fetcher.php:103] Filesize: 781 bytes
[2024-10-20 09:46:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-10-20 09:46:46] [class-ss-url-fetcher.php:233] New filename for static page: /product/cashew-butter/feed/index.xml
[2024-10-20 09:46:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1851919d-1Itud1.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/product/cashew-butter/feed/index.xml
[2024-10-20 09:46:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:46] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-10-20 09:46:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:46] [class-ss-page.php:119] Checking Content Identical:18bad50326a2a12eda6edd464ac7afa3cd82b08e===. Value: FALSE
[2024-10-20 09:46:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-json/wp/v2/product/157
[2024-10-20 09:46:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 915
[2024-10-20 09:46:46] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-json/wp/v2/product/157
[2024-10-20 09:46:46] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-20 09:46:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/product/diabetic-cookies/feed/
[2024-10-20 09:46:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 915
[2024-10-20 09:46:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1861f803-bI8dmV.tmp
[2024-10-20 09:46:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/product/diabetic-cookies/feed/?simply_static_page=891
[2024-10-20 09:46:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/product/diabetic-cookies/feed/?simply_static_page=891
[2024-10-20 09:46:47] [class-ss-url-fetcher.php:103] Filesize: 790 bytes
[2024-10-20 09:46:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-10-20 09:46:47] [class-ss-url-fetcher.php:233] New filename for static page: /product/diabetic-cookies/feed/index.xml
[2024-10-20 09:46:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1861f803-bI8dmV.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/product/diabetic-cookies/feed/index.xml
[2024-10-20 09:46:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:47] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-10-20 09:46:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:47] [class-ss-page.php:119] Checking Content Identical:a94d5afe83c98363ea09c4b409bc11320d15fa5b===. Value: FALSE
[2024-10-20 09:46:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-json/wp/v2/product/161
[2024-10-20 09:46:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 915
[2024-10-20 09:46:47] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-json/wp/v2/product/161
[2024-10-20 09:46:47] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-20 09:46:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/product/farm-fresh-eggs/feed/
[2024-10-20 09:46:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 915
[2024-10-20 09:46:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1871c473-Qde4D5.tmp
[2024-10-20 09:46:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/product/farm-fresh-eggs/feed/?simply_static_page=893
[2024-10-20 09:46:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/product/farm-fresh-eggs/feed/?simply_static_page=893
[2024-10-20 09:46:48] [class-ss-url-fetcher.php:103] Filesize: 787 bytes
[2024-10-20 09:46:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-10-20 09:46:48] [class-ss-url-fetcher.php:233] New filename for static page: /product/farm-fresh-eggs/feed/index.xml
[2024-10-20 09:46:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1871c473-Qde4D5.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/product/farm-fresh-eggs/feed/index.xml
[2024-10-20 09:46:48] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:48] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-10-20 09:46:48] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:48] [class-ss-page.php:119] Checking Content Identical:c79d57233fb329d6b58e72d36f21865c17608e68===. Value: FALSE
[2024-10-20 09:46:48] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-json/wp/v2/product/174
[2024-10-20 09:46:48] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 915
[2024-10-20 09:46:48] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-json/wp/v2/product/174
[2024-10-20 09:46:48] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-20 09:46:48] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/product/fresh-organic-honey/feed/
[2024-10-20 09:46:48] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 915
[2024-10-20 09:46:48] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:48] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1881de21-sRklF3.tmp
[2024-10-20 09:46:48] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/product/fresh-organic-honey/feed/?simply_static_page=895
[2024-10-20 09:46:48] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/product/fresh-organic-honey/feed/?simply_static_page=895
[2024-10-20 09:46:49] [class-ss-url-fetcher.php:103] Filesize: 799 bytes
[2024-10-20 09:46:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-10-20 09:46:49] [class-ss-url-fetcher.php:233] New filename for static page: /product/fresh-organic-honey/feed/index.xml
[2024-10-20 09:46:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1881de21-sRklF3.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/product/fresh-organic-honey/feed/index.xml
[2024-10-20 09:46:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:49] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-10-20 09:46:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:49] [class-ss-page.php:119] Checking Content Identical:139fdbc1d21b63db76d868503e76c60815efb629===. Value: FALSE
[2024-10-20 09:46:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-json/wp/v2/product/171
[2024-10-20 09:46:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 915
[2024-10-20 09:46:49] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-json/wp/v2/product/171
[2024-10-20 09:46:49] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-20 09:46:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/shop/page/1/
[2024-10-20 09:46:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 915
[2024-10-20 09:46:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1891516e-E1tvpI.tmp
[2024-10-20 09:46:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/shop/page/1/?simply_static_page=897
[2024-10-20 09:46:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/shop/page/1/?simply_static_page=897
[2024-10-20 09:46:50] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-10-20 09:46:50] [class-ss-url-fetcher.php:119] http_status_code: 301 | content_type: text/html; charset=UTF-8
[2024-10-20 09:46:50] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-10-20 09:46:50] [class-ss-fetch-urls-task.php:204] redirect_url: http://localhost/wordpress/shop/
[2024-10-20 09:46:50] [class-ss-fetch-urls-task.php:231] Redirect URL is on the same domain; adding the URL to the queue
[2024-10-20 09:46:50] [class-ss-fetch-urls-task.php:243] Creating a redirect page
[2024-10-20 09:46:50] [class-ss-url-fetcher.php:233] New filename for static page: /shop/page/1/index.html
[2024-10-20 09:46:50] [class-ss-page.php:119] Checking Content Identical:b25934867797ffc3a66c65d4298c1c33d9e15e5c===. Value: FALSE
[2024-10-20 09:46:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/product/pulses-from-organic-farm/feed/
[2024-10-20 09:46:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 915
[2024-10-20 09:46:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d18a11166-OhR5b8.tmp
[2024-10-20 09:46:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/product/pulses-from-organic-farm/feed/?simply_static_page=898
[2024-10-20 09:46:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/product/pulses-from-organic-farm/feed/?simply_static_page=898
[2024-10-20 09:46:51] [class-ss-url-fetcher.php:103] Filesize: 814 bytes
[2024-10-20 09:46:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-10-20 09:46:51] [class-ss-url-fetcher.php:233] New filename for static page: /product/pulses-from-organic-farm/feed/index.xml
[2024-10-20 09:46:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d18a11166-OhR5b8.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/product/pulses-from-organic-farm/feed/index.xml
[2024-10-20 09:46:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:51] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-10-20 09:46:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:51] [class-ss-page.php:119] Checking Content Identical:e2f556b1abddca4962025c1f741b709cb67545d7===. Value: FALSE
[2024-10-20 09:46:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/product/wheat-from-organic-farms/feed/
[2024-10-20 09:46:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 915
[2024-10-20 09:46:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d18b129a7-R0MFlN.tmp
[2024-10-20 09:46:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/product/wheat-from-organic-farms/feed/?simply_static_page=899
[2024-10-20 09:46:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/product/wheat-from-organic-farms/feed/?simply_static_page=899
[2024-10-20 09:46:52] [class-ss-url-fetcher.php:103] Filesize: 814 bytes
[2024-10-20 09:46:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-10-20 09:46:52] [class-ss-url-fetcher.php:233] New filename for static page: /product/wheat-from-organic-farms/feed/index.xml
[2024-10-20 09:46:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d18b129a7-R0MFlN.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/product/wheat-from-organic-farms/feed/index.xml
[2024-10-20 09:46:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:52] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-10-20 09:46:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:52] [class-ss-page.php:119] Checking Content Identical:2b13b2bdcb95e80a92858e4c73136636e453ac79===. Value: FALSE
[2024-10-20 09:46:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/product/organic-face-scrub/feed/
[2024-10-20 09:46:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 915
[2024-10-20 09:46:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d18c129d6-MXQtpK.tmp
[2024-10-20 09:46:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/product/organic-face-scrub/feed/?simply_static_page=900
[2024-10-20 09:46:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/product/organic-face-scrub/feed/?simply_static_page=900
[2024-10-20 09:46:53] [class-ss-url-fetcher.php:103] Filesize: 796 bytes
[2024-10-20 09:46:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-10-20 09:46:53] [class-ss-url-fetcher.php:233] New filename for static page: /product/organic-face-scrub/feed/index.xml
[2024-10-20 09:46:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d18c129d6-MXQtpK.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/product/organic-face-scrub/feed/index.xml
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:53] [class-ss-page.php:119] Checking Content Identical:cc58bf53ad85697018de227ab4accf20ef489256===. Value: FALSE
[2024-10-20 09:46:53] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 850 of 915 pages/files
[2024-10-20 09:46:53] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-20 09:46:53] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-20 09:46:53] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:69] Total pages: 915; Pages remaining: 15
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-json/wp/v2/product/160
[2024-10-20 09:46:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 915
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-json/wp/v2/product/160
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-json/wp/v2/product/243
[2024-10-20 09:46:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 915
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-json/wp/v2/product/243
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/product-category/groceries/page/1/
[2024-10-20 09:46:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 915
[2024-10-20 09:46:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d18d74d8d-ne1pMU.tmp
[2024-10-20 09:46:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/product-category/groceries/page/1/?simply_static_page=903
[2024-10-20 09:46:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/product-category/groceries/page/1/?simply_static_page=903
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:119] http_status_code: 301 | content_type: text/html; charset=UTF-8
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:204] redirect_url: http://localhost/wordpress/product-category/groceries/
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:231] Redirect URL is on the same domain; adding the URL to the queue
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:243] Creating a redirect page
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:233] New filename for static page: /product-category/groceries/page/1/index.html
[2024-10-20 09:46:54] [class-ss-page.php:119] Checking Content Identical:a4a4c67200d713665f9dbedec90bb8a4d61f2a7e===. Value: FALSE
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-json/wp/v2/product/167
[2024-10-20 09:46:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 915
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-json/wp/v2/product/167
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg
[2024-10-20 09:46:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 915
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d18e84c04-sxhCs4.tmp
[2024-10-20 09:46:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg?simply_static_page=905
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg?simply_static_page=905
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:103] Filesize: 1554 bytes
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d18e84c04-sxhCs4.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:46:54] [class-ss-page.php:119] Checking Content Identical:2ac727c9e092331d35cce95af209ccfac6d4c7c7===. Value: FALSE
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/preloader.gif
[2024-10-20 09:46:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 915
[2024-10-20 09:46:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:46:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d18e8e74a-8AEIKw.tmp
[2024-10-20 09:46:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/preloader.gif?simply_static_page=906
